filename,MAE,Cosine Distance
Daryl_Parks_0001,0.16575849056243896,0.396
Daryl_Sabara_0001,0.22775611281394958,0.593
Dave_Johnson_0001,0.1801312267780304,0.33
Dave_Tucker_0001,0.18141333758831024,0.195
David_Collenette_0001,0.21991530060768127,0.514
David_Westerfield_0001,0.20675697922706604,0.424
Dean_Jacek_0001,0.22368577122688293,0.546
Demi_Moore_0002,0.21409137547016144,0.578
Dereck_Whittenburg_0001,0.3245144784450531,0.43
Dianne_Reeves_0001,0.1812806874513626,0.444
Don_Carcieri_0001,0.23590965569019318,0.4
Dora_Bakoyianni_0001,0.21059194207191467,0.533
Doug_Wilson_0001,0.2014666050672531,0.503
Douglas_Gansler_0001,0.2707449495792389,0.47
Dwayne_Wade_0001,0.2942473292350769,0.486
Edward_Arsenault_0001,0.2063782811164856,0.297
Einars_Repse_0001,0.25780466198921204,0.365
Eliza_Dushku_0001,0.2005772739648819,0.435
Emily_Stevens_0001,0.218125119805336,0.331
Emmanuelle_Beart_0002,0.17641007900238037,0.589
Eric_Daze_0001,0.23348207771778107,0.207
Erika_Christensen_0002,0.20397385954856873,0.546
Eriko_Tamura_0001,0.20826822519302368,0.5
Ernie_Grunfeld_0001,0.22537283599376678,0.535
Eugene_Melnyk_0001,0.20616237819194794,0.38
Fatma_Kusibeh_0001,0.2605513632297516,0.435
Fernando_Alonso_0001,0.21640416979789734,0.542
Fernando_Sanz_0001,0.3470911383628845,0.23
Flor_Montulo_0002,0.22301587462425232,0.621
Francisco_Garcia_0001,0.23475807905197144,0.435
Francois_Ozon_0001,0.25384750962257385,0.57
Frank_Coraci_0001,0.2519550323486328,0.436
Frank_Van_Ecke_0001,0.232261523604393,0.463
Fred_Thompson_0003,0.18971779942512512,0.493
Garry_Witherall_0001,0.1944153904914856,0.475
Gary_Gero_0001,0.18221157789230347,0.452
Gavin_Degraw_0001,0.13718058168888092,0.258
Gene_Robinson_0003,0.17130453884601593,0.523
Georgia_Giddings_0001,0.2623876929283142,0.638
Geovani_Lapentti_0001,0.2271069437265396,0.39
Gerard_de_Cortanze_0001,0.19738401472568512,0.321
Giancarlo_Fisichella_0001,0.24487237632274628,0.545
Gideon_Yago_0001,0.23795367777347565,0.505
Glenn_Plummer_0001,0.1904969960451126,0.252
Grant_Hackett_0003,0.2150677591562271,0.504
Gray_Davis_0026,0.21447940170764923,0.355
Gregor_Gysi_0001,0.27146199345588684,0.044
Guy_Ritchie_0002,0.2390945851802826,0.485
Hamid_Efendi_0001,0.21103623509407043,0.292
Hamzah_Haz_0002,0.1805569976568222,0.544
Harald_Ringstorff_0001,0.19943343102931976,0.363
Heather_Chinnock_0001,0.17610996961593628,0.577
Helen_Alvare_0001,0.19663070142269135,0.734
Henry_Castellanos_0001,0.2301861047744751,0.511
Herb_Dhaliwal_0001,0.25123265385627747,0.686
Hilary_McKay_0001,0.2765861451625824,0.649
Howard_Stern_0001,0.15439851582050323,0.297
Hugo_Chavez_0033,0.20914973318576813,0.213
Hugo_Chavez_0060,0.19862039387226105,0.412
Imam_Samudra_0001,0.2733258008956909,0.548
Imelda_Marcos_0001,0.23472987115383148,0.535
Jack_Smith_0001,0.2439826875925064,0.308
James_Comey_0001,0.1856863796710968,0.615
Jan_Pronk_0001,0.2177961766719818,0.362
Janez_Drnovsek_0001,0.22191672027111053,0.482
Janica_Kostelic_0002,0.2719446122646332,0.489
Janice_Abreu_0001,0.1987650990486145,0.305
Jeffrey_Ashby_0001,0.18234598636627197,0.582
Jennifer_Garner_0006,0.14413222670555115,0.493
Jennifer_Renee_Short_0001,0.17133991420269012,0.639
Jerry_Seinfeld_0001,0.27507391571998596,0.527
Jerry_Tarkanian_0001,0.21507512032985687,0.483
Jessica_Lange_0002,0.21615031361579895,0.435
Jim_Freudenberg_0001,0.2526260316371918,0.466
Jim_Haslett_0001,0.29297786951065063,0.139
Jim_Otto_0001,0.21089297533035278,0.448
Jimmy_Gurule_0001,0.2701820433139801,0.469
Jodie_Foster_0003,0.19562870264053345,0.066
John_Herrington_0001,0.2031962275505066,0.546
John_Richardson_0001,0.263504296541214,0.551
John_Snow_0017,0.29056739807128906,0.393
Jonathan_Arden_0001,0.2010338455438614,0.686
Jose_Rosado_0001,0.2480786144733429,0.505
Joseph_Ralston_0002,0.2347668707370758,0.327
Juliette_Binoche_0001,0.232452854514122,0.512
Julio_De_Brun_0001,0.3022761940956116,0.564
Katie_Wagner_0001,0.23778614401817322,0.205
Keith_Lowen_0001,0.24601787328720093,0.486
Ken_Loach_0001,0.22381025552749634,0.496
Kevin_Crane_0001,0.23917017877101898,0.556
Kevin_Millwood_0001,0.20835310220718384,0.446
Kim_Clijsters_0004,0.21510587632656097,0.692
Kim_Hong-gul_0001,0.24915184080600739,0.567
Kim_Jong-Il_0003,0.26044178009033203,0.321
Lance_Armstrong_0009,0.29401111602783203,0.444
Laurent_Jalabert_0002,0.2572478652000427,0.354
Leon_LaPorte_0001,0.19306105375289917,0.534
Leonardo_Fernandez_0001,0.22490951418876648,0.424
Leticia_Dolera_0001,0.19985739886760712,0.446
Lorraine_Bracco_0001,0.18694089353084564,0.629
Luis_Ernesto_Derbez_Bautista_0001,0.2652786374092102,0.528
Maria_Burks_0001,0.17719173431396484,0.608
Mario_Lemieux_0001,0.16439729928970337,0.493
Mark_Everson_0001,0.19779963791370392,0.469
Marquier_Montano_Contreras_0001,0.27878421545028687,0.543
Marsha_Sharp_0001,0.21288533508777618,0.455
Martin_Cauchon_0002,0.1775493174791336,0.55
Martin_Hoellwarth_0002,0.2189115732908249,0.434
Martina_Hingis_0001,0.22445321083068848,0.5
Melina_Kanakaredes_0001,0.18109498918056488,0.454
Michael_Dell_0001,0.23261113464832306,0.521
Michael_Richards_0001,0.24167625606060028,0.552
Milan_Kucan_0001,0.2206609845161438,0.516
Nancy_Kerrigan_0001,0.1951003521680832,0.41
Nina_Jacobson_0001,0.18035449087619781,0.604
Noah_Wyle_0003,0.21328338980674744,0.535
Pascal_Affi_Nguessan_0001,0.24432671070098877,0.469
Pat_Summitt_0001,0.16932964324951172,0.237
Patty_Schnyder_0004,0.15293067693710327,0.523
Phil_Gramm_0002,0.21215038001537323,-0.014
Rachel_Kempson_0001,0.27069664001464844,0.37
Rachel_Roy_0001,0.16703912615776062,0.399
Richard_Fine_0001,0.22787097096443176,0.473
Rick_Reed_0001,0.17093254625797272,0.311
Robbie_Naish_0001,0.1805945187807083,0.431
Robert_Downey_Jr_0001,0.25418081879615784,0.534
Robert_Evans_0001,0.19477342069149017,0.394
Romeo_Gigli_0001,0.2146112620830536,0.474
Se_Hyuk_Joo_0001,0.1744300127029419,0.406
Sergio_Garcia_0002,0.21206776797771454,0.294
Simon_Yam_0001,0.22752265632152557,0.377
Stan_Kroenke_0001,0.20829346776008606,0.5
Steve_Ballmer_0002,0.21071667969226837,0.253
Steve_Shiver_0001,0.25906893610954285,0.722
Tina_Fey_0001,0.18146057426929474,0.328
Abdullah_Gul_0001,0.2595530152320862,0.608
Abdullah_Gul_0007,0.1989901065826416,0.529
Abdullah_Gul_0009,0.18941020965576172,0.532
Adolfo_Rodriguez_Saa_0001,0.26949450373649597,0.363
Adrien_Brody_0002,0.15803779661655426,0.366
Adrien_Brody_0005,0.20470814406871796,0.388
Adrien_Brody_0007,0.2647719383239746,0.251
Al_Sharpton_0001,0.19546820223331451,0.359
Al_Sharpton_0002,0.16152924299240112,0.463
Al_Sharpton_0003,0.27960214018821716,0.361
Alexandra_Stevenson_0001,0.25851505994796753,0.53
Alexandra_Vodjanikova_0001,0.19926691055297852,0.554
Alicia_Silverstone_0001,0.1815761923789978,0.495
Ana_Palacio_0003,0.16582554578781128,0.409
Ana_Palacio_0006,0.23063254356384277,0.584
Andre_Agassi_0001,0.2545529007911682,0.606
Andre_Agassi_0002,0.2325529307126999,0.309
Andre_Agassi_0004,0.3458022177219391,0.396
Andre_Agassi_0009,0.24588212370872498,0.471
Andre_Agassi_0017,0.2400941103696823,0.411
Anna_Kournikova_0002,0.19943679869174957,0.513
Anna_Kournikova_0003,0.2915570139884949,0.205
Anna_Kournikova_0007,0.22493858635425568,0.315
Annette_Lu_0001,0.1852489560842514,0.421
Arnold_Palmer_0001,0.22506819665431976,0.495
Arnold_Palmer_0002,0.25384846329689026,0.362
Aron_Ralston_0001,0.21144823729991913,0.476
Arturo_Gatti_0002,0.18146517872810364,0.511
Bashar_Assad_0001,0.2938825786113739,0.547
Bashar_Assad_0002,0.28255948424339294,0.644
Bernardo_Segura_0001,0.2049097865819931,0.363
Bill_Gates_0003,0.2317238599061966,0.477
Bill_Gates_0007,0.2735055983066559,0.32
Bill_Gates_0011,0.18757571280002594,0.558
Bill_Gates_0013,0.16736826300621033,0.283
Bo_Pelini_0001,0.2373405247926712,0.313
Bob_Stoops_0002,0.18677033483982086,0.435
Bobby_Robson_0001,0.27555757761001587,0.436
Bode_Miller_0001,0.2492605745792389,0.159
Caroline_Kennedy_0001,0.14657163619995117,0.497
Caroline_Kennedy_0002,0.21746498346328735,0.38
Catherine_Zeta-Jones_0001,0.18194250762462616,0.561
Catherine_Zeta-Jones_0004,0.2279922515153885,0.607
Celso_Amorim_0001,0.23221710324287415,0.439
Chan_Gailey_0001,0.2286447286605835,0.307
Chanda_Rubin_0002,0.2516159415245056,0.55
Chanda_Rubin_0004,0.31672343611717224,0.32
Charles_Bronson_0001,0.24698281288146973,0.525
