filename,MAE,Cosine Distance
0245/Kim_Hong-gul_0001,0.32114046812057495,0.072
0246/Kim_Jong-Il_0003,0.21606218814849854,-0.112
0247/Lance_Armstrong_0009,0.31381264328956604,0.006
0248/Laurent_Jalabert_0002,0.28552091121673584,0.021
0249/Leon_LaPorte_0001,0.27894964814186096,-0.009
0250/Leon_LaPorte_0001,0.2907734811306,0.107
0251/Leonardo_Fernandez_0001,0.3197219669818878,-0.121
0252/Leticia_Dolera_0001,0.26777973771095276,-0.02
0253/Lorraine_Bracco_0001,0.25279882550239563,-0.1
0254/Luis_Ernesto_Derbez_Bautista_0001,0.2212139070034027,0.065
0255/Maria_Burks_0001,0.22057181596755981,0.168
0256/Mario_Lemieux_0001,0.2772153317928314,0.049
0257/Mark_Everson_0001,0.23668022453784943,0.112
0258/Marquier_Montano_Contreras_0001,0.3858124315738678,0.047
0259/Marsha_Sharp_0001,0.21523237228393555,-0.114
0260/Martin_Cauchon_0002,0.23281626403331757,0.002
0261/Martin_Hoellwarth_0002,0.254870742559433,0.098
0262/Martina_Hingis_0001,0.28846266865730286,-0.074
0263/Melina_Kanakaredes_0001,0.243059903383255,-0.044
0264/Michael_Dell_0001,0.2626377046108246,-0.011
0265/Michael_Dell_0001,0.299793541431427,-0.032
0266/Michael_Richards_0001,0.23984532058238983,-0.058
0267/Milan_Kucan_0001,0.32261478900909424,0.051
0268/Nancy_Kerrigan_0001,0.26850199699401855,-0.078
0269/Naomi_Campbell_0001,0.3316176235675812,-0.097
0270/Nina_Jacobson_0001,0.39843231439590454,0.017
0271/Noah_Wyle_0003,0.20282907783985138,-0.084
0272/Nora_Bendijo_0001,0.2887609601020813,0.133
0273/Nursultan_Nazarbayev_0001,0.20215918123722076,0.17
0274/Pascal_Affi_Nguessan_0001,0.2659672796726227,-0.082
0275/Pat_Summitt_0001,0.2017708271741867,-0.017
0276/Patty_Schnyder_0003,0.21053560078144073,0.031
0277/Patty_Schnyder_0003,0.21983502805233002,0.04
0278/Patty_Schnyder_0004,0.22653037309646606,0.097
0279/Pervez_Musharraf_0003,0.24149169027805328,-0.046
0280/Phil_Gramm_0002,0.3303207755088806,-0.065
0281/Rachel_Kempson_0001,0.26983994245529175,0.013
0282/Rachel_Roy_0001,0.2534489929676056,0.018
0283/Richard_Fine_0001,0.25946950912475586,-0.021
0284/Rick_Reed_0001,0.1711791455745697,-0.003
0285/Robbie_Naish_0001,0.2232653796672821,-0.045
0286/Robert_Bonner_0002,0.25190243124961853,0.035
0287/Robert_Downey_Jr_0001,0.24213115870952606,0.005
0288/Robert_Evans_0001,0.2049296647310257,-0.076
0289/Romeo_Gigli_0001,0.3391666114330292,0.043
0290/Saeb_Erekat_0001,0.22813957929611206,-0.166
0291/Se_Hyuk_Joo_0001,0.21136991679668427,0.032
0292/Sergio_Garcia_0002,0.16847343742847443,-0.011
0293/Simon_Yam_0001,0.240816131234169,0.01
0294/Simon_Yam_0001,0.20279693603515625,-0.0
0295/Stan_Kroenke_0001,0.25969600677490234,-0.027
0296/Steve_Ballmer_0001,0.3870888948440552,-0.032
0297/Steve_Ballmer_0002,0.39589187502861023,-0.003
0298/Steve_Shiver_0001,0.20137864351272583,-0.014
0299/Tina_Fey_0001,0.26925140619277954,-0.109
0300/Adolfo_Rodriguez_Saa_0001,0.27197691798210144,0.076
0301/Adolfo_Rodriguez_Saa_0001,0.1567823737859726,-0.071
0302/Adrien_Brody_0003,0.29362407326698303,-0.065
0303/Ahmed_Ahmed_0001,0.24131043255329132,0.061
0304/Al_Sharpton_0005,0.2851744592189789,0.064
0305/Alberto_Sordi_0001,0.22701308131217957,0.061
0306/Alejandro_Lerner_0001,0.28831684589385986,-0.081
0307/Alejandro_Lerner_0001,0.23206570744514465,-0.029
0308/Alex_Penelas_0001,0.2637544870376587,-0.01
0309/Alex_Penelas_0002,0.25823479890823364,0.103
0310/Alexandra_Stevenson_0003,0.24731042981147766,-0.075
0311/Ali_Adbul_Karim_Madani_0001,0.30739983916282654,0.031
0312/Ali_Mohammed_Maher_0001,0.28958559036254883,-0.04
0313/Ali_Mohammed_Maher_0001,0.2712223529815674,-0.071
0314/Alicia_Silverstone_0002,0.1951347291469574,-0.053
0315/Alicia_Silverstone_0002,0.2562943398952484,-0.002
0316/Alicia_Silverstone_0002,0.173226460814476,-0.084
0317/Andre_Agassi_0031,0.24493153393268585,-0.097
0318/Andre_Techine_0001,0.3330462574958801,0.041
0319/Andy_Benes_0001,0.3314099609851837,0.051
0320/Andy_Benes_0001,0.39205148816108704,-0.004
0321/Andy_Bryant_0001,0.2154396027326584,-0.055
0322/Anna_Kournikova_0008,0.3106650412082672,0.125
0323/Anne_ONeil_0001,0.24890001118183136,-0.11
0324/Anthony_Lee_Johnson_0001,0.2128835767507553,-0.03
0325/Arnold_Palmer_0001,0.2826727628707886,0.096
0326/Arnold_Palmer_0003,0.2751026749610901,-0.077
0327/Aron_Ralston_0001,0.23688653111457825,0.046
0328/Bart_Hendricks_0001,0.28767162561416626,-0.099
0329/Ben_Kingsley_0001,0.2205965667963028,0.072
0330/Ben_Kingsley_0001,0.23694610595703125,-0.118
0331/Ben_Kingsley_0001,0.22959262132644653,-0.023
0332/Benjamin_Neulander_0001,0.2825988829135895,-0.097
0333/Bernardo_Segura_0001,0.2627490162849426,-0.059
0334/Bernardo_Segura_0002,0.20794114470481873,0.071
0335/Bernardo_Segura_0002,0.22294798493385315,0.128
0336/Bill_Pryor_0001,0.3219623863697052,0.078
0337/Bob_Melvin_0001,0.313692182302475,0.028
0338/Bob_Stoops_0003,0.26766011118888855,0.003
0339/Bobby_Jackson_0001,0.2625627815723419,-0.02
0340/Bobby_Jackson_0001,0.27380576729774475,-0.025
0341/Bobby_Jackson_0001,0.22603589296340942,-0.037
0342/Bobby_Jackson_0001,0.37124136090278625,-0.039
0343/Bobby_Robson_0001,0.23239418864250183,-0.019
0344/Bode_Miller_0001,0.23891498148441315,-0.07
0345/Bode_Miller_0001,0.18899241089820862,-0.017
0346/Boris_Jordan_0001,0.3226725161075592,0.029
0347/Boris_Jordan_0001,0.20038659870624542,-0.024
0348/Brad_Alexander_Smith_0001,0.30973508954048157,-0.006
0349/Brad_Alexander_Smith_0001,0.2872585356235504,-0.03
0350/Brad_Alexander_Smith_0001,0.24988773465156555,0.042
0351/Brandon_Webb_0001,0.37290218472480774,-0.078
0352/Brandon_Webb_0001,0.3004046082496643,-0.028
0353/Brandon_Webb_0001,0.22366707026958466,-0.077
0354/Brennon_Leighton_0001,0.2071351855993271,-0.024
0355/Brett_Hawke_0001,0.22663290798664093,0.071
0356/Bruce_Gebhardt_0001,0.20027956366539001,-0.057
0357/Bruce_Gebhardt_0001,0.1923559606075287,-0.129
0358/Bryan_Cooley_0001,0.28395184874534607,-0.038
0359/Bryan_Murray_0001,0.20293259620666504,0.074
0360/Bryan_Murray_0001,0.24482670426368713,0.008
0361/Bryan_Murray_0001,0.283307284116745,-0.018
0362/Camille_Colvin_0001,0.2036987990140915,0.006
0363/Carey_Lowell_0001,0.31139716506004333,-0.1
0364/Carl_Pope_0001,0.1740061342716217,-0.03
0365/Carolina_Barco_0001,0.21170856058597565,0.023
0366/Carolina_Barco_0001,0.21124553680419922,-0.002
0367/Carolina_Barco_0001,0.17856797575950623,0.025
0368/Caroline_Kennedy_0003,0.21610970795154572,-0.065
0369/Catherine_Bell_0001,0.19048631191253662,0.013
0370/Catherine_Zeta-Jones_0010,0.22370095551013947,-0.009
0371/Catherine_Zeta-Jones_0011,0.23730839788913727,0.082
0372/Celso_Amorim_0002,0.17949841916561127,0.082
0373/Celso_Amorim_0002,0.21125532686710358,-0.199
0374/Celso_Amorim_0002,0.16478051245212555,-0.066
0375/Chanda_Rubin_0003,0.31753772497177124,0.003
0376/Chante_Jawan_Mallard_0001,0.2579593360424042,-0.13
0377/Chante_Jawan_Mallard_0001,0.2549155652523041,0.001
0378/Charles_Bronson_0002,0.24176007509231567,-0.019
0379/Charles_Kartman_0001,0.2463979423046112,-0.045
0380/Charles_Schumer_0002,0.22062948346138,0.044
0381/Charles_Schumer_0002,0.28012940287590027,-0.082
0382/Charles_Schumer_0002,0.23866485059261322,0.088
0383/Chris_Rock_0002,0.26953569054603577,0.066
0384/Christine_Baumgartner_0002,0.27119651436805725,0.028
0385/Christine_Baumgartner_0003,0.21167609095573425,-0.1
0386/Chyung_Dai-chul_0001,0.2411138266324997,-0.108
0387/Cindy_Moll_0001,0.25223153829574585,0.042
0388/Cindy_Moll_0001,0.2940000295639038,-0.03
0389/Cindy_Moll_0001,0.255925714969635,-0.047
0390/Claire_De_Gryse_0001,0.21358098089694977,-0.103
0391/Claire_Tomalin_0001,0.1898721605539322,-0.027
0392/Clay_Campbell_0001,0.24541960656642914,-0.078
0393/Cole_Chapman_0001,0.2785545289516449,-0.148
0394/Colin_Phillips_0001,0.2550203800201416,-0.052
0395/Colin_Phillips_0001,0.21437902748584747,-0.109
0396/Colin_Prescot_0001,0.2233433574438095,0.062
0397/Connie_Freydell_0001,0.2590976357460022,0.009
0398/Craig_OClair_0001,0.32739171385765076,0.071
0399/Damarius_Bilbo_0001,0.3375603258609772,-0.011
0400/Damon_Dash_0001,0.2366737574338913,-0.034
0401/Daniel_Comisso_Urdaneta_0001,0.25418174266815186,0.112
0402/Daniel_Radcliffe_0003,0.26731792092323303,0.049
0403/Daniel_Radcliffe_0003,0.31652265787124634,0.082
0404/Daniel_Radcliffe_0003,0.2889646887779236,0.009
0405/Dany_Heatley_0001,0.3041505217552185,-0.062
0406/Dany_Heatley_0001,0.27809664607048035,0.134
0407/Dave_Odom_0001,0.2828589081764221,0.114
0408/David_Beckham_0022,0.23068642616271973,-0.003
0409/David_Duval_0001,0.19327938556671143,-0.107
0410/David_Ho_0001,0.25445500016212463,0.153
0411/David_Ho_0001,0.30252641439437866,0.022
0412/David_Ho_0001,0.2615489363670349,0.092
0413/David_Howard_0001,0.2110593616962433,0.009
0414/Denzel_Washington_0004,0.3816608786582947,-0.013
0415/Des_Brown_0001,0.240824356675148,-0.027
0416/Des_Brown_0001,0.26093924045562744,-0.08
0417/Diana_Ross_0001,0.27938199043273926,-0.007
0418/Dianne_Feinstein_0003,0.2251865565776825,0.103
0419/Dick_Clark_0003,0.21987701952457428,-0.161
0420/Dino_Risi_0001,0.2522315979003906,0.13
0421/Doc_Rivers_0001,0.22712427377700806,-0.063
0422/Dominick_Dunne_0001,0.21867212653160095,-0.012
0423/Don_Flanagan_0001,0.34009024500846863,-0.006
0424/Don_Flanagan_0001,0.22746090590953827,-0.034
0425/Donald_Keyser_0001,0.2463696300983429,0.028
0426/Douglas_Paal_0001,0.29084932804107666,0.015
0427/Douglas_Paal_0001,0.28769853711128235,0.091
0428/Dusty_Baker_0001,0.34291568398475647,-0.115
0429/Ed_Rendell_0001,0.21576987206935883,-0.056
0430/Ed_Rendell_0001,0.2833968698978424,-0.067
0431/Eddie_Murray_0001,0.2410331815481186,0.019
0432/Elaine_Stritch_0001,0.20581290125846863,0.005
0433/Elena_Tihomirova_0001,0.23536373674869537,-0.184
0434/Elena_Tihomirova_0001,0.2382250875234604,0.025
0435/Eric_Schacht_0001,0.2341051995754242,0.072
0436/Erik_Morales_0003,0.21662169694900513,0.108
0437/Erin_Brockovich_0001,0.19204877316951752,0.029
0438/Erin_Brockovich_0001,0.3306284546852112,0.11
0439/Evan_Rachel_Wood_0001,0.16724416613578796,-0.088
0440/Evander_Holyfield_0001,0.226242795586586,-0.102
0441/Evander_Holyfield_0001,0.17224575579166412,0.009
0442/Evander_Holyfield_0001,0.26052141189575195,-0.12
0443/Fatmir_Limaj_0001,0.2354414016008377,0.173
0444/Felicity_Huffman_0001,0.21519701182842255,0.131
